id,dt
0-4388554,308.0
0-4388554,290.0
0-4388554,580.0
0-4388554,32.0
0-4388554,297.0
0-4388554,287.0
0-4388554,302.0
0-4388554,307.0
0-4388554,299.0
0-4388554,604.0
0-4388554,303.0
0-4388554,294.0
0-4388554,309.0
0-4388554,302.0
0-4388554,297.0
0-4388554,296.0
0-4388554,310.0
0-4388554,289.0
0-4388554,300.0
0-4388554,300.0
0-4388554,307.0
0-4388554,294.0
0-4388554,322.0
0-4388554,270.0
0-4388554,319.0
0-4388554,281.0
0-4388554,301.0
0-4388554,299.0
0-4388554,588.0
0-4388554,25.0
0-4388554,289.0
0-4388554,302.0
0-4388554,315.0
0-4388554,315.0
0-4388554,270.0
0-4388554,305.0
0-4388554,295.0
0-4388554,301.0
0-4388554,304.0
0-4388554,304.0
0-4388554,293.0
0-4388554,308.0
0-4388554,293.0
0-4388554,299.0
0-4388554,325.0
0-4388554,280.0
0-4388554,300.0
0-4388554,306.0
0-4388554,290.0
0-4388554,302.0
0-4388554,299.0
0-4388554,303.0
0-4388554,299.0
0-4388554,300.0
0-4388554,301.0
0-4388554,300.0
0-4388554,320.0
0-4388554,291.0
0-4388554,290.0
0-4388554,305.0
0-4388554,299.0
0-4388554,304.0
0-4388554,297.0
0-4388554,296.0
0-4388554,309.0
0-4388554,303.0
0-4388554,297.0
0-4388554,294.0
0-4388554,305.0
0-4388554,320.0
0-4388554,307.0
0-4388554,273.0
0-4388554,315.0
0-4388554,295.0
0-4388554,294.0
0-4388554,306.0
0-4388554,306.0
0-4388554,296.0
0-4388554,298.0
0-4388554,307.0
0-4388554,310.0
0-4388554,284.0
0-4388554,301.0
0-4388554,298.0
0-4388554,323.0
0-4388554,278.0
0-4388554,291.0
0-4388554,301.0
0-4388554,305.0
0-4388554,310.0
0-4388554,283.0
0-4388554,309.0
0-4388554,312.0
0-4388554,294.0
0-4388554,289.0
0-4388554,307.0
0-4388554,315.0
0-4388554,287.0
0-4388554,598.0
0-4388554,305.0
0-4388554,294.0
0-4388554,297.0
0-4388554,333.0
0-4388554,565.0
0-4388554,305.0
0-4388554,328.0
0-4388554,277.0
0-4388554,306.0
0-4388554,891.0
0-4388554,300.0
0-4388554,302.0
0-4388554,295.0
0-4388554,316.0
0-4388554,327.0
0-4388554,277.0
0-4388554,292.0
0-4388554,302.0
0-4388554,299.0
0-4388554,299.0
0-4388554,302.0
0-4388554,303.0
0-4388554,308.0
0-4388554,289.0
0-4388554,305.0
0-4388554,300.0
0-4388554,287.0
0-4388554,600.0
0-4388554,300.0
0-4388554,320.0
0-4388554,287.0
0-4388554,294.0
0-4388554,301.0
0-4388554,309.0
0-4388554,578.0
0-4388554,30.0
0-4388554,293.0
0-4388554,304.0
0-4388554,296.0
0-4388554,300.0
0-4388554,293.0
0-4388554,605.0
0-4388554,314.0
0-4388554,289.0
0-4388554,312.0
0-4388554,293.0
0-4388554,315.0
0-4388554,285.0
0-4388554,292.0
0-4388554,318.0
0-4388554,303.0
0-4388554,287.0
0-4388554,312.0
0-4388554,596.0
0-4388554,298.0
0-4388554,300.0
0-4388554,303.0
0-4388554,597.0
0-4388554,301.0
0-4388554,308.0
0-4388554,292.0
0-4388554,300.0
0-4388554,304.0
0-4388554,303.0
0-4388554,873.0
0-4388554,27.0
0-4388554,292.0
0-4388554,313.0
0-4388554,289.0
0-4388554,299.0
0-4388554,305.0
0-4388554,874.0
0-4388554,33.0
0-4388554,295.0
0-4388554,300.0
0-4388554,310.0
0-4388554,289.0
0-4388554,290.0
0-4388554,603.0
0-4388554,312.0
0-4388554,292.0
0-4388554,307.0
0-4388554,294.0
0-4388554,312.0
0-4388554,300.0
0-4388554,284.0
0-4388554,300.0
0-4388554,902.0
0-4388554,322.0
0-4388554,275.0
0-4388554,301.0
0-4388554,301.0
0-4388554,303.0
0-4388554,299.0
0-4388554,320.0
0-4388554,318.0
0-4388554,288.0
0-4388554,274.0
0-4388554,310.0
0-4388554,306.0
0-4388554,300.0
0-4388554,571.0
0-4388554,316.0
0-4388554,323.0
0-4388554,289.0
0-4388554,289.0
0-4388554,298.0
0-4388554,301.0
0-4388554,300.0
0-4388554,602.0
0-4388554,299.0
0-4388554,301.0
0-4388554,314.0
0-4388554,286.0
0-4388554,301.0
0-4388554,588.0
0-4388554,328.0
0-4388554,290.0
0-4388554,301.0
0-4388554,313.0
0-4388554,294.0
0-4388554,304.0
0-4388554,300.0
0-4388554,296.0
0-4388554,300.0
0-4388554,302.0
0-4388554,310.0
0-4388554,290.0
0-4388554,306.0
0-4388554,284.0
0-4388554,632.0
0-4388554,272.0
0-4388554,309.0
0-4388554,289.0
0-4388554,300.0
0-4388554,301.0
0-4388554,299.0
0-4388554,300.0
0-4388554,300.0
0-4388554,301.0
0-4388554,300.0
0-4388554,302.0
0-4388554,309.0
0-4388554,299.0
0-4388554,296.0
0-4388554,306.0
0-4388554,296.0
0-4388554,296.0
0-4388554,603.0
0-4388554,299.0
0-4388554,302.0
0-4388554,298.0
0-4388554,317.0
0-4388554,300.0
0-4388554,286.0
0-4388554,299.0
0-4388554,316.0
0-4388554,300.0
0-4388554,288.0
0-4388554,302.0
0-4388554,315.0
0-4388554,287.0
0-4388554,324.0
0-4388554,270.0
0-4388554,586.0
0-4388554,24.0
0-4388554,321.0
0-4388554,313.0
0-4388554,273.0
0-4388554,283.0
0-4388554,301.0
0-4388554,300.0
0-4388554,301.0
0-4388554,303.0
0-4388554,298.0
0-4388554,312.0
0-4388554,288.0
0-4388554,310.0
0-4388554,291.0
0-4388554,319.0
0-4388554,281.0
0-4388554,312.0
0-4388554,306.0
0-4388554,284.0
0-4388554,301.0
0-4388554,299.0
0-4388554,300.0
0-4388554,312.0
0-4388554,289.0
0-4388554,306.0
0-4388554,296.0
0-4388554,301.0
0-4388554,315.0
0-4388554,305.0
0-4388554,287.0
0-4388554,598.0
0-4388554,299.0
0-4388554,599.0
0-4388554,302.0
0-4388554,299.0
0-4388554,300.0
0-4388554,299.0
0-4388554,308.0
0-4388554,293.0
0-4388554,611.0
0-4388554,301.0
0-4388554,298.0
0-4388554,301.0
0-4388554,319.0
0-4388554,280.0
0-4388554,302.0
0-4388554,298.0
0-4388554,897.0
0-4388554,297.0
0-4388554,313.0
0-4388554,324.0
0-4388554,265.0
0-4388554,306.0
0-4388554,296.0
0-4388554,299.0
0-4388554,302.0
0-4388554,301.0
0-4388554,307.0
0-4388554,292.0
0-4388554,604.0
0-4388554,296.0
0-4388554,311.0
0-4388554,290.0
0-4388554,319.0
0-4388554,318.0
0-4388554,264.0
0-4388554,300.0
0-4388554,300.0
0-4388554,310.0
0-4388554,303.0
0-4388554,289.0
0-4388554,320.0
0-4388554,297.0
0-4388554,285.0
0-4388554,301.0
0-4388554,300.0
0-4388554,306.0
0-4388554,295.0
0-4388554,300.0
0-4388554,303.0
0-4388554,297.0
0-4388554,300.0
0-4388554,301.0
0-4388554,305.0
0-4388554,306.0
0-4388554,295.0
0-4388554,608.0
0-4388554,287.0
0-4388554,305.0
0-4388554,322.0
0-4388554,279.0
0-4388554,301.0
0-4388554,294.0
0-4388554,326.0
0-4388554,577.0
0-4388554,303.0
0-4388554,296.0
0-4388554,300.0
0-4388554,338.0
0-4388554,275.0
0-4388554,301.0
0-4388554,298.0
0-4388554,613.0
0-4388554,279.0
0-4388554,309.0
0-4388554,292.0
0-4388554,316.0
0-4388554,296.0
0-4388554,296.0
0-4388554,301.0
0-4388554,291.0
0-4388554,302.0
0-4388554,310.0
0-4388554,300.0
0-4388554,291.0
0-4388554,313.0
0-4388554,295.0
0-4388554,299.0
0-4388554,316.0
0-4388554,289.0
0-4388554,299.0
0-4388554,301.0
0-4388554,305.0
0-4388554,309.0
0-4388554,291.0
0-4388554,295.0
0-4388554,307.0
0-4388554,294.0
0-4388554,578.0
0-4388554,29.0
0-4388554,298.0
0-4388554,306.0
0-4388554,302.0
0-4388554,309.0
0-4388554,586.0
0-4388554,297.0
0-4388554,323.0
0-4388554,266.0
0-4388554,300.0
0-4388554,301.0
0-4388554,300.0
0-4388554,300.0
0-4388554,301.0
0-4388554,300.0
0-4388554,313.0
0-4388554,325.0
0-4388554,263.0
0-4388554,311.0
0-4388554,290.0
0-4388554,300.0
0-4388554,302.0
0-4388554,300.0
0-4388554,318.0
0-4388554,586.0
0-4388554,299.0
0-4388554,301.0
0-4388554,299.0
0-4388554,301.0
0-4388554,298.0
0-4388554,300.0
0-4388554,327.0
0-4388554,274.0
0-4388554,311.0
0-4388554,290.0
0-4388554,300.0
0-4388554,300.0
0-4388554,307.0
0-4388554,305.0
0-4388554,305.0
0-4388554,286.0
0-4388554,300.0
0-4388554,315.0
0-4388554,285.0
0-4388554,309.0
0-4388554,291.0
0-4388554,302.0
0-4388554,325.0
0-4388554,275.0
0-4388554,300.0
0-4388554,300.0
0-4388554,301.0
0-4388554,310.0
0-4388554,292.0
0-4388554,600.0
0-4388554,301.0
0-4388554,300.0
0-4388554,301.0
0-4388554,301.0
0-4388554,299.0
0-4388554,300.0
0-4388554,313.0
0-4388554,290.0
0-4388554,299.0
0-4388554,311.0
0-4388554,314.0
0-4388554,288.0
0-4388554,287.0
0-4388554,300.0
0-4388554,302.0
0-4388554,311.0
0-4388554,579.0
0-4388554,30.0
0-4388554,280.0
0-4388554,301.0
0-4388554,300.0
0-4388554,321.0
0-4388554,289.0
0-4388554,307.0
0-4388554,301.0
0-4388554,298.0
0-4388554,299.0
0-4388554,301.0
0-4388554,301.0
0-4388554,325.0
0-4388554,261.0
0-4388554,588.0
0-4388554,31.0
0-4388554,282.0
0-4388554,300.0
0-4388554,304.0
0-4388554,298.0
0-4388554,300.0
0-4388554,302.0
0-4388554,308.0
0-4388554,299.0
0-4388554,293.0
0-4388554,307.0
0-4388554,325.0
0-4388554,268.0
0-4388554,319.0
0-4388554,282.0
0-4388554,601.0
0-4388554,307.0
0-4388554,294.0
0-4388554,330.0
0-4388554,270.0
0-4388554,300.0
0-4388554,300.0
0-4388554,322.0
0-4388554,292.0
0-4388554,297.0
0-4388554,306.0
0-4388554,586.0
0-4388554,300.0
0-4388554,300.0
0-4388554,301.0
0-4388554,307.0
0-4388554,581.0
0-4388554,31.0
0-4388554,283.0
0-4388554,314.0
0-4388554,288.0
0-4388554,311.0
0-4388554,314.0
0-4388554,274.0
0-4388554,300.0
0-4388554,301.0
0-4388554,300.0
0-4388554,326.0
0-4388554,276.0
0-4388554,299.0
0-4388554,588.0
0-4388554,28.0
0-4388554,304.0
0-4388554,284.0
0-4388554,298.0
0-4388554,303.0
0-4388554,306.0
0-4388554,293.0
0-4388554,301.0
0-4388554,298.0
0-4388554,311.0
0-4388554,296.0
0-4388554,295.0
0-4388554,601.0
0-4388554,300.0
0-4388554,313.0
0-4388554,288.0
0-4388554,300.0
0-4388554,300.0
0-4388554,301.0
0-4388554,317.0
0-4388554,283.0
0-4388554,301.0
0-4388554,306.0
0-4388554,304.0
0-4388554,295.0
0-4388554,300.0
0-4388554,305.0
0-4388554,300.0
0-4388554,305.0
0-4388554,307.0
0-4388554,299.0
0-4388554,296.0
0-4388554,300.0
0-4388554,305.0
0-4388554,308.0
0-4388554,277.0
0-4388554,298.0
0-4388554,300.0
0-4388554,323.0
0-4388554,290.0
0-4388554,299.0
0-4388554,300.0
0-4388554,300.0
0-4388554,312.0
0-4388554,288.0
0-4388554,905.0
0-4388554,302.0
0-4388554,299.0
0-4388554,313.0
0-4388554,274.0
0-4388554,318.0
0-4388554,304.0
0-4388554,280.0
0-4388554,310.0
0-4388554,290.0
0-4388554,300.0
0-4388554,300.0
0-4388554,323.0
0-4388554,288.0
0-4388554,292.0
0-4388554,325.0
0-4388554,285.0
0-4388554,292.0
0-4388554,309.0
0-4388554,290.0
0-4388554,300.0
0-4388554,302.0
0-4388554,301.0
0-4388554,309.0
0-4388554,290.0
0-4388554,310.0
0-4388554,291.0
0-4388554,300.0
0-4388554,300.0
0-4388554,310.0
0-4388554,296.0
0-4388554,306.0
0-4388554,891.0
0-4388554,302.0
0-4388554,321.0
0-4388554,280.0
0-4388554,297.0
0-4388554,324.0
0-4388554,580.0
0-4388554,299.0
0-4388554,334.0
0-4388554,265.0
0-4388554,303.0
0-4388554,298.0
0-4388554,301.0
0-4388554,312.0
0-4388554,290.0
0-4388554,299.0
0-4388554,300.0
0-4388554,307.0
0-4388554,318.0
0-4388554,281.0
0-4388554,299.0
0-4388554,320.0
0-4388554,293.0
0-4388554,296.0
0-4388554,299.0
0-4388554,302.0
0-4388554,299.0
0-4388554,312.0
0-4388554,295.0
0-4388554,298.0
0-4388554,295.0
0-4388554,323.0
0-4388554,279.0
0-4388554,304.0
0-4388554,301.0
0-4388554,299.0
0-4388554,300.0
0-4388554,299.0
0-4388554,890.0
0-4388554,299.0
0-4388554,301.0
0-4388554,601.0
0-4388554,299.0
0-4388554,335.0
0-4388554,277.0
0-4388554,290.0
0-4388554,319.0
0-4388554,281.0
0-4388554,301.0
0-4388554,300.0
0-4388554,307.0
0-4388554,294.0
0-4388554,300.0
0-4388554,302.0
0-4388554,299.0
0-4388554,300.0
0-4388554,312.0
0-4388554,299.0
0-4388554,300.0
0-4388554,303.0
0-4388554,299.0
0-4388554,302.0
0-4388554,305.0
0-4388554,608.0
0-4388554,0.0
0-4388554,289.0
0-4388554,296.0
0-4388554,312.0
0-4388554,280.0
0-4388554,301.0
0-4388554,302.0
0-4388554,585.0
0-4388554,23.0
0-4388554,299.0
0-4388554,303.0
0-4388554,316.0
0-4388554,277.0
0-4388554,337.0
0-4388554,268.0
0-4388554,303.0
0-4388554,289.0
0-4388554,303.0
0-4388554,308.0
0-4388554,315.0
0-4388554,277.0
0-4388554,300.0
0-4388554,320.0
0-4388554,895.0
0-4388554,287.0
0-4388554,300.0
0-4388554,311.0
0-4388554,290.0
0-4388554,300.0
0-4388554,301.0
0-4388554,319.0
0-4388554,284.0
0-4388554,298.0
0-4388554,301.0
0-4388554,300.0
0-4388554,313.0
0-4388554,288.0
0-4388554,318.0
0-4388554,282.0
0-4388554,600.0
0-4388554,307.0
0-4388554,296.0
0-4388554,298.0
0-4388554,316.0
0-4388554,313.0
0-4388554,280.0
0-4388554,302.0
0-4388554,306.0
0-4388554,299.0
0-4388554,300.0
0-4388554,601.0
0-4388554,305.0
0-4388554,295.0
0-4388554,311.0
0-4388554,289.0
0-4388554,301.0
0-4388554,300.0
0-4388554,299.0
0-4388554,375.0
0-4388554,248.0
0-4388554,267.0
0-4388554,302.0
0-4388554,299.0
0-4388554,308.0
0-4388554,293.0
0-4388554,301.0
0-4388554,309.0
0-4388554,293.0
0-4388554,298.0
0-4388554,602.0
0-4388554,299.0
0-4388554,309.0
0-4388554,293.0
0-4388554,307.0
0-4388554,298.0
0-4388554,301.0
0-4388554,306.0
0-4388554,301.0
0-4388554,300.0
0-4388554,320.0
0-4388554,271.0
0-4388554,304.0
0-4388554,305.0
0-4388554,291.0
0-4388554,311.0
0-4388554,291.0
0-4388554,298.0
0-4388554,307.0
0-4388554,294.0
0-4388554,326.0
0-4388554,281.0
0-4388554,296.0
0-4388554,305.0
0-4388554,294.0
0-4388554,314.0
0-4388554,573.0
0-4388554,28.0
0-4388554,305.0
0-4388554,306.0
0-4388554,299.0
0-4388554,279.0
0-4388554,298.0
0-4388554,302.0
0-4388554,907.0
0-4388554,307.0
0-4388554,288.0
0-4388554,308.0
0-4388554,294.0
0-4388554,306.0
0-4388554,292.0
0-4388554,303.0
0-4388554,307.0
0-4388554,295.0
0-4388554,310.0
0-4388554,297.0
0-4388554,292.0
0-4388554,298.0
0-4388554,318.0
0-4388554,285.0
0-4388554,297.0
0-4388554,303.0
0-4388554,303.0
0-4388554,325.0
0-4388554,271.0
0-4388554,302.0
0-4388554,299.0
0-4388554,327.0
0-4388554,276.0
0-4388554,303.0
0-4388554,602.0
0-4388554,318.0
0-4388554,282.0
0-4388554,296.0
0-4388554,306.0
0-4388554,296.0
0-4388554,309.0
0-4388554,624.0
0-4388554,278.0
0-4388554,293.0
0-4388554,307.0
0-4388554,290.0
0-4388554,300.0
0-4388554,601.0
0-4388554,301.0
0-4388554,353.0
0-4388554,246.0
0-4388554,317.0
0-4388554,284.0
0-4388554,313.0
0-4388554,295.0
0-4388554,296.0
0-4388554,300.0
0-4388554,309.0
0-4388554,301.0
0-4388554,296.0
0-4388554,293.0
0-4388554,301.0
0-4388554,308.0
0-4388554,579.0
0-4388554,33.0
0-4388554,282.0
0-4388554,306.0
0-4388554,306.0
0-4388554,292.0
0-4388554,608.0
0-4388554,299.0
0-4388554,318.0
0-4388554,560.0
0-4388554,24.0
0-4388554,292.0
0-4388554,305.0
0-4388554,296.0
0-4388554,300.0
0-4388554,306.0
0-4388554,895.0
0-4388554,301.0
0-4388554,302.0
0-4388554,319.0
0-4388554,284.0
0-4388554,296.0
0-4388554,298.0
0-4388554,305.0
0-4388554,295.0
0-4388554,309.0
0-4388554,315.0
0-4388554,278.0
0-4388554,300.0
0-4388554,300.0
0-4388554,316.0
0-4388554,312.0
0-4388554,273.0
0-4388554,312.0
0-4388554,289.0
0-4388554,336.0
0-4388554,265.0
0-4388554,300.0
0-4388554,300.0
0-4388554,312.0
0-4388554,289.0
0-4388554,601.0
0-4388554,300.0
0-4388554,337.0
0-4388554,266.0
0-4388554,299.0
0-4388554,301.0
0-4388554,589.0
0-4388554,34.0
0-4388554,277.0
0-4388554,301.0
0-4388554,299.0
0-4388554,301.0
0-4388554,300.0
0-4388554,315.0
0-4388554,598.0
0-4388554,312.0
0-4388554,286.0
0-4388554,302.0
0-4388554,595.0
0-4388554,302.0
0-4388554,296.0
0-4388554,301.0
0-4388554,297.0
0-4388554,315.0
0-4388554,288.0
0-4388554,298.0
0-4388554,302.0
0-4388554,318.0
0-4388554,294.0
0-4388554,305.0
0-4388554,295.0
0-4388554,299.0
0-4388554,299.0
0-4388554,302.0
0-4388554,322.0
0-4388554,268.0
0-4388554,301.0
0-4388554,331.0
0-4388554,575.0
0-4388554,305.0
0-4388554,292.0
0-4388554,298.0
0-4388554,305.0
0-4388554,326.0
0-4388554,273.0
0-4388554,310.0
0-4388554,302.0
0-4388554,286.0
0-4388554,303.0
0-4388554,326.0
0-4388554,299.0
0-4388554,274.0
0-4388554,318.0
0-4388554,301.0
0-4388554,282.0
0-4388554,330.0
0-4388554,271.0
0-4388554,301.0
0-4388554,301.0
0-4388554,300.0
0-4388554,310.0
0-4388554,297.0
0-4388554,293.0
0-4388554,300.0
0-4388554,307.0
0-4388554,298.0
0-4388554,318.0
0-4388554,300.0
0-4388554,290.0
0-4388554,289.0
0-4388554,309.0
0-4388554,298.0
0-4388554,306.0
0-4388554,294.0
0-4388554,296.0
0-4388554,300.0
0-4388554,304.0
0-4388554,303.0
0-4388554,1194.0
0-4388554,307.0
0-4388554,301.0
0-4388554,297.0
0-4388554,296.0
0-4388554,302.0
0-4388554,300.0
0-4388554,303.0
0-4388554,600.0
0-4388554,307.0
0-4388554,298.0
0-4388554,293.0
0-4388554,301.0
0-4388554,307.0
0-4388554,306.0
0-4388554,599.0
0-4388554,301.0
0-4388554,313.0
0-4388554,286.0
0-4388554,319.0
0-4388554,280.0
0-4388554,307.0
0-4388554,350.0
0-4388554,536.0
0-4388554,300.0
0-4388554,301.0
0-4388554,316.0
0-4388554,298.0
0-4388554,293.0
0-4388554,895.0
0-4388554,304.0
0-4388554,310.0
0-4388554,296.0
0-4388554,301.0
0-4388554,291.0
0-4388554,313.0
0-4388554,289.0
0-4388554,303.0
0-4388554,310.0
0-4388554,289.0
0-4388554,299.0
0-4388554,309.0
0-4388554,301.0
0-4388554,302.0
0-4388554,593.0
0-4388554,307.0
0-4388554,316.0
0-4388554,275.0
0-4388554,309.0
0-4388554,291.0
0-4388554,316.0
0-4388554,294.0
0-4388554,301.0
0-4388554,308.0
0-4388554,293.0
0-4388554,296.0
0-4388554,301.0
0-4388554,307.0
0-4388554,306.0
0-4388554,294.0
0-4388554,601.0
0-4388554,298.0
0-4388554,313.0
0-4388554,281.0
0-4388554,316.0
0-4388554,314.0
0-4388554,292.0
0-4388554,284.0
0-4388554,358.0
0-4388554,242.0
0-4388554,303.0
0-4388554,290.0
0-4388554,312.0
0-4388554,292.0
0-4388554,311.0
0-4388554,298.0
0-4388554,300.0
0-4388554,300.0
0-4388554,300.0
0-4388554,300.0
0-4388554,301.0
0-4388554,322.0
0-4388554,301.0
0-4388554,268.0
0-4388554,300.0
0-4388554,301.0
0-4388554,314.0
0-4388554,286.0
0-4388554,300.0
0-4388554,300.0
0-4388554,301.0
0-4388554,303.0
0-4388554,304.0
0-4388554,303.0
0-4388554,294.0
0-4388554,297.0
0-4388554,309.0
0-4388554,294.0
0-4388554,305.0
0-4388554,298.0
0-4388554,299.0
0-4388554,306.0
0-4388554,324.0
0-4388554,278.0
0-4388554,291.0
0-4388554,300.0
0-4388554,308.0
0-4388554,293.0
0-4388554,308.0
0-4388554,293.0
0-4388554,310.0
0-4388554,305.0
0-4388554,286.0
0-4388554,310.0
0-4388554,300.0
0-4388554,300.0
0-4388554,306.0
0-4388554,294.0
0-4388554,301.0
0-4388554,311.0
0-4388554,288.0
0-4388554,306.0
0-4388554,300.0
0-4388554,301.0
0-4388554,304.0
0-4388554,297.0
0-4388554,323.0
0-4388554,275.0
0-4388554,302.0
0-4388554,300.0
0-4388554,299.0
0-4388554,601.0
0-4388554,315.0
0-4388554,290.0
0-4388554,306.0
0-4388554,318.0
0-4388554,276.0
0-4388554,306.0
0-4388554,294.0
0-4388554,312.0
0-4388554,295.0
0-4388554,309.0
0-4388554,284.0
0-4388554,301.0
0-4388554,311.0
0-4388554,288.0
0-4388554,301.0
0-4388554,306.0
0-4388554,318.0
0-4388554,282.0
0-4388554,295.0
0-4388554,313.0
0-4388554,286.0
0-4388554,604.0
0-4388554,302.0
0-4388554,304.0
0-4388554,300.0
0-4388554,307.0
0-4388554,288.0
0-4388554,574.0
0-4388554,30.0
0-4388554,297.0
0-4388554,300.0
0-4388554,299.0
0-4388554,306.0
0-4388554,570.0
0-4388554,36.0
0-4388554,600.0
0-4388554,288.0
0-4388554,300.0
0-4388554,605.0
0-4388554,301.0
0-4388554,300.0
0-4388554,440.0
0-4388554,190.0
0-4388554,270.0
0-4388554,300.0
0-4388554,301.0
0-4388554,299.0
0-4388554,308.0
0-4388554,604.0
0-4388554,310.0
0-4388554,269.0
0-4388554,302.0
0-4388554,305.0
0-4388554,293.0
0-4388554,304.0
0-4388554,306.0
0-4388554,305.0
0-4388554,295.0
0-4388554,299.0
0-4388554,314.0
0-4388554,292.0
0-4388554,300.0
0-4388554,310.0
0-4388554,290.0
0-4388554,599.0
0-4388554,310.0
0-4388554,604.0
0-4388554,298.0
0-4388554,288.0
0-4388554,313.0
0-4388554,300.0
0-4388554,293.0
0-4388554,300.0
0-4388554,300.0
0-4388554,304.0
0-4388554,297.0
0-4388554,301.0
0-4388554,299.0
0-4388554,306.0
0-4388554,304.0
0-4388554,289.0
0-4388554,306.0
0-4388554,318.0
0-4388554,278.0
0-4388554,303.0
0-4388554,301.0
0-4388554,300.0
0-4388554,311.0
0-4388554,290.0
0-4388554,306.0
0-4388554,295.0
0-4388554,302.0
0-4388554,295.0
0-4388554,298.0
0-4388554,309.0
0-4388554,299.0
0-4388554,296.0
0-4388554,305.0
0-4388554,301.0
0-4388554,303.0
0-4388554,592.0
0-4388554,300.0
0-4388554,305.0
0-4388554,572.0
0-4388554,32.0
0-4388554,301.0
0-4388554,295.0
0-4388554,300.0
0-4388554,300.0
0-4388554,323.0
0-4388554,283.0
0-4388554,282.0
0-4388554,305.0
0-4388554,301.0
0-4388554,301.0
0-4388554,316.0
0-4388554,283.0
0-4388554,311.0
0-4388554,294.0
0-4388554,306.0
0-4388554,310.0
0-4388554,290.0
0-4388554,292.0
0-4388554,309.0
0-4388554,327.0
0-4388554,264.0
0-4388554,298.0
0-4388554,303.0
0-4388554,298.0
0-4388554,305.0
0-4388554,295.0
0-4388554,302.0
0-4388554,308.0
0-4388554,592.0
0-4388554,300.0
0-4388554,300.0
0-4388554,303.0
0-4388554,300.0
0-4388554,317.0
0-4388554,283.0
0-4388554,622.0
0-4388554,288.0
0-4388554,313.0
0-4388554,276.0
0-4388554,309.0
0-4388554,292.0
0-4388554,305.0
0-4388554,597.0
0-4388554,322.0
0-4388554,299.0
0-4388554,566.0
0-4388554,28.0
0-4388554,298.0
0-4388554,303.0
0-4388554,293.0
0-4388554,309.0
0-4388554,307.0
0-4388554,285.0
0-4388554,315.0
0-4388554,295.0
0-4388554,284.0
0-4388554,299.0
0-4388554,310.0
0-4388554,599.0
0-4388554,313.0
0-4388554,590.0
0-4388554,323.0
0-4388554,288.0
0-4388554,584.0
0-4388554,302.0
0-4388554,309.0
0-4388554,300.0
0-4388554,289.0
0-4388554,302.0
0-4388554,303.0
0-4388554,307.0
0-4388554,299.0
0-4388554,601.0
0-4388554,290.0
0-4388554,302.0
0-4388554,308.0
0-4388554,309.0
0-4388554,295.0
0-4388554,323.0
0-4388554,265.0
0-4388554,319.0
0-4388554,296.0
0-4388554,284.0
0-4388554,320.0
0-4388554,281.0
0-4388554,315.0
0-4388554,287.0
0-4388554,305.0
0-4388554,597.0
0-4388554,320.0
0-4388554,279.0
0-4388554,312.0
0-4388554,303.0
0-4388554,300.0
0-4388554,290.0
0-4388554,297.0
0-4388554,318.0
0-4388554,285.0
0-4388554,299.0
0-4388554,319.0
0-4388554,298.0
0-4388554,312.0
0-4388554,271.0
0-4388554,300.0
0-4388554,305.0
0-4388554,296.0
0-4388554,301.0
0-4388554,300.0
0-4388554,311.0
0-4388554,294.0
0-4388554,296.0
0-4388554,321.0
0-4388554,280.0
0-4388554,301.0
0-4388554,299.0
0-4388554,320.0
0-4388554,295.0
0-4388554,289.0
0-4388554,298.0
0-4388554,300.0
0-4388554,301.0
0-4388554,312.0
0-4388554,575.0
0-4388554,53.0
0-4388554,271.0
0-4388554,301.0
0-4388554,300.0
0-4388554,305.0
0-4388554,300.0
0-4388554,299.0
0-4388554,301.0
0-4388554,300.0
0-4388554,300.0
0-4388554,301.0
0-4388554,299.0
0-4388554,305.0
0-4388554,295.0
0-4388554,300.0
0-4388554,301.0
0-4388554,299.0
0-4388554,307.0
0-4388554,293.0
0-4388554,299.0
0-4388554,302.0
0-4388554,600.0
0-4388554,304.0
0-4388554,308.0
0-4388554,281.0
0-4388554,320.0
0-4388554,291.0
0-4388554,307.0
0-4388554,293.0
0-4388554,300.0
0-4388554,300.0
0-4388554,303.0
0-4388554,298.0
0-4388554,290.0
0-4388554,309.0
0-4388554,292.0
0-4388554,601.0
0-4388554,301.0
0-4388554,313.0
0-4388554,287.0
0-4388554,302.0
0-4388554,298.0
0-4388554,587.0
0-4388554,24.0
0-4388554,290.0
0-4388554,611.0
0-4388554,300.0
0-4388554,577.0
0-4388554,30.0
0-4388554,299.0
0-4388554,618.0
0-4388554,569.0
0-4388554,603.0
0-4388554,303.0
0-4388554,307.0
0-4388554,289.0
0-4388554,305.0
0-4388554,294.0
0-4388554,317.0
0-4388554,284.0
0-4388554,322.0
0-4388554,281.0
0-4388554,314.0
0-4388554,293.0
0-4388554,302.0
0-4388554,307.0
0-4388554,323.0
0-4388554,269.0
0-4388554,297.0
0-4388554,297.0
0-4388554,300.0
0-4388554,317.0
0-4388554,284.0
0-4388554,299.0
0-4388554,312.0
0-4388554,292.0
0-4388554,300.0
0-4388554,585.0
0-4388554,29.0
0-4388554,289.0
0-4388554,305.0
0-4388554,305.0
0-4388554,317.0
0-4388554,270.0
0-4388554,302.0
0-4388554,299.0
0-4388554,301.0
0-4388554,313.0
0-4388554,290.0
0-4388554,311.0
0-4388554,305.0
0-4388554,287.0
0-4388554,300.0
0-4388554,307.0
0-4388554,590.0
